,smiles
3650,CCOc1ccccc1OCCNC(C)Cc1ccc2c(c1)CCO2
3651,Cn1ccnc1CNc1ccc(OCC2CCCO2)cc1
3652,Cc1cc(OCC2CCN2)ccc1Oc1ncccc1CN
3653,COCC#CCOc1cccc2c1CCCC2
3654,COc1cc(C2=CCN(C)CC2)c(C)cc1Nc1ncc(Cl)c(OC)n1
3655,Cc1nnc(CN(C)Cc2ccccc2OCC(C)C)o1
3656,COc1ccc2c(C3CCN(C)CC3)noc2c1C
3657,COc1cc(OC)c(OC)cc1CN1CCOC(C)C1
3658,COc1cc2cc(C)nc(C)c2cc1OC
3659,CCCCn1nccc1NCc1ccccc1COC
3660,CC(C)Oc1cc(NC2CC2)nc(NCc2ccccc2)n1
3661,C=CCOc1cnc(-c2ccc(OC)cc2)nc1
3662,CC(C)OCCCn1c(C2CC2)nc2cc3c(cc21)OCO3
3663,COCc1ccc(CN2CCc3ccc(Cl)cc3C2)o1
3664,COc1cccc2c1C(c1ccccn1)NCC2
3665,COc1ccc(OC)c(CC(C)NCc2ccccc2)c1
3666,COc1cc(OC)cc(OCCCn2cc(N)cn2)c1
3667,CCC(CC)N(CCOC)C(=O)c1cnn(C)c1
3668,CC(C)(C)c1noc(C2CC(=O)N(C3CC3)C2)n1
3669,CC1CCCC(N(C)C(=O)CC(C)(C)n2cncn2)C1
3670,CCn1nc(C)c(CN(C)C(=O)C2CC3CCC2O3)c1C
3671,O=C(CC1CCCO1)NCCn1cc(Br)cn1
3672,COc1ccnc(NC(=O)C2CCCCCC2)c1
3673,CN1c2ncccc2C(=O)N2CCCC21
3674,Fc1cccnc1C1(CNC2CC2)CCOCC1
3675,O=C(NC1CCN(c2ncccn2)CC1)C1CC1
3676,COc1cc(CCC(=O)NC2CCCC2C)on1
3677,Cn1c(N2CCC[C@@H](N)C2)nccc1=O
3678,CC(C)Cc1cc(C(=O)NC2CCCC(O)C2)[nH]n1
3679,O=C(CCn1cncn1)N1CCCCCC1
3680,O=C1CCC(C(=O)Nc2nnc(C3CCCCC3)s2)N1
3681,CNC(=O)C1CCC(NC(=O)c2cc(C)on2)CC1
3682,CC(C)CC(=O)N1CCCC1c1cccnc1
3683,COc1ccc2c(c1)CCCN2C(=O)CCn1ccc2ccccc21
3684,CCCc1cc(=O)oc2c3c(c4c(=O)c(=O)c4c12)OC(C)(C)CC3
3685,Cc1ccc(CN2CCc3cc(NC(=O)c4ccccn4)ccc3C2)cc1C
3686,O=C1c2nnc(-c3ccccc3Br)n2CCN1C1CCCc2ccccc21
3687,CC(=O)N(CCc1c2n(c3ccccc13)Cc1ccccc1-2)C(C)C
3688,CC(=O)NC(C)Cc1ccc(C#Cc2ccc3c(n2)CCCC3)cc1
3689,CN(C)Cc1cc2c(c(-c3ccccc3)c1)C(=O)NCC2
3690,CNCc1cc([C@H]2CC[C@H](O)CC2)ccc1Oc1cccc(Cl)c1
3691,Cc1ccc2oc(=O)cc(COc3ccc4c(c3)CCC4)c2c1
3692,O=C(c1cccc(-c2ccc3c(c2)CCO3)c1)N1CCCC1
3693,Cc1ccc2c(c1)CC1(C2)C(=O)Nc2ccc(Br)cc21
3694,C=CCNC(=O)C1(c2ccc(-c3ccccc3Cl)cc2)CC1
3695,CC(C)(Cc1ccc(F)cc1)C1C(=O)Nc2ccc(-c3cncc(F)c3)cc21
3696,CCN(Cc1ccccc1C)C(=O)C1COc2ccc(F)cc2C1
3697,CC1(NC(=O)c2ccc3snnc3c2)Cc2ccccc2C1
3698,CC(C)N(CC=Cc1cc(F)ccc1F)Cc1ccc2c(c1)CCO2
3699,C[C@@H]1CS[C@@H](CN(C)Cc2ccccc2)CN1C(=O)NCc1ccccc1
3700,Nc1c(F)cccc1C(=O)NCc1nnc2n1CCC2
3701,Cc1nc(N)cc(N2CC(C(=O)NCCc3ccc(Cl)cc3)CC2=O)c1C
3702,CC(=O)N1CCC(c2nc(N)c(-c3nc4ccccc4s3)c(O)n2)CC1
3703,Nc1c(NC(=O)c2cccc(F)c2)ncnc1N1CCNC(=O)C1
3704,Nc1n[nH]c2nc(C3CCCC3)nc(Oc3ccc(F)c(F)c3)c12
3705,COCCCNC(=O)Cn1nnc(C(=O)Nc2ccccc2C)c1N
3706,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(C)O2
3707,C=C(C)CN(CC)C(=O)c1onc(-c2ccccn2)c1N
3708,Cc1cc(=O)n(C(C)(C)C)cc1-c1cc(N2CCOCC2)nc(N)n1
3709,CCOc1c(N)ncnc1N1CCC(N(CC)CCO)CC1
3710,CCCCn1c(N)c(N(CC)C(=O)C(C)(C)CC(C)C)c(=O)[nH]c1=O
3711,CCOP(=O)(COCCn1cnc2c(=O)[nH]c(N)nc21)OCC
3712,Nc1cnn(CC(=O)Nc2ccc3c(c2)NC(=O)CO3)c1
3713,Cc1ccc(C)c(C(=O)NCCc2nc(N)nc(N(C)C)n2)c1
3714,Cc1cc(NC(=O)Cn2nc(Br)c3c(N)ncnc32)[nH]n1
3715,Cc1nc(N)ccc1CNC(=O)Cn1c(C)cnc(NCCc2ccccc2)c1=O
3716,CCOc1ccccc1N1CCN(C(=O)c2cccnc2N)CC1
3717,Nc1nc(C2CCCC(F)C2)ncc1C(=O)Nc1nccs1
3718,Nc1nonc1C(=O)N1CCC(Cc2ccccc2)CC1
3719,CCn1ncc(C(=O)N(C)Cc2nc(N)c3ccccc3n2)c1C
3720,Nc1cc(Nc2cccc(N3CCCC3=O)c2)nc(N)n1
3721,CC1CC(N)CN(c2ccncc2NC(=O)c2c(N)oc3cccnc23)C1
3722,Cc1ccc(C)c(Cn2nnc(C(=O)N3CCCCC3)c2N)c1
3723,Cc1cccc(-c2ncc(C(=O)NCC3CCOC3)c(N)n2)c1
3724,COc1ccc(CCNC(=O)CSCC(=O)Nc2nccs2)cc1OC
3725,COc1ccc(N2C(=O)COc3ccc(CO)cc32)cn1
3726,COc1ccc(N(C)Cc2cn(C)nc2CO)c(OC)c1
3727,COCCN(CC1CC1)C(=O)c1ccc(Oc2cnccn2)cc1
3728,COc1cccc(OC)c1C(=O)N1CCCN(c2cccnn2)CC1
3729,C=CCN(CC=C)c1nc2c(OC)cccn2c(=O)c1C=C(C)C
3730,COc1ccc(OC)c(NC(=O)CCOCc2ccco2)c1
3731,C=CCc1ccc(OCC(=O)N2CCc3noc(C)c3C2)c(OC)c1
3732,COc1ccc(NC(=O)CCn2c(C)csc2=O)c(OC)c1
3733,COc1ccc(CCNC(=O)c2sc(C)nc2C)cc1OC
3734,COc1ccc(C(=O)NC(C)c2nccs2)cc1OC
3735,CCC(Oc1ccc(OC)cc1)C(=O)NC(C)c1c(C)noc1C
3736,COc1cccc(C(=O)Nc2c(C)noc2C)c1OC
3737,CC[C@H](CO)Nc1ncc2c(n1)CN(c1cc(OC)ccc1OC)CC2
3738,COc1ccc(CCNC(=O)c2cnc(N(C)C)nc2)cc1
3739,COc1ccc(OC)c(CN(CCO)C(=O)c2ccncc2)c1
3740,COc1cc(C)c(NC(=O)c2cnc(C3CCCO3)s2)cc1OC
3741,Brc1ccc2c(c1)C(c1c[nH]c3ccccc13)NCC2
3742,CCCN(CCC)CCOc1ccccc1-c1cc2ccccc2o1
3743,c1ccc(CCNCc2cccnc2)cc1
3744,COc1ccc(CCn2c3ccccc3c3ccnc(C)c32)cc1
3745,c1ccc(Nc2nc(N3CCCCC3)nc3ccccc23)cc1
3746,Cc1cc(NC2CN(c3ncccn3)C2)ccc1Br
3747,Cc1cc(N(C)CCCN(C)C)nc2ccc(-c3ccccc3)cc12
3748,Cc1ccc(CSCCNCc2ccccc2)cc1
3749,c1ccc(CC(c2ccccn2)C2CCNCC2)cc1
3750,C=C(CN(C)C)c1cccc2nc(C)ccc12
3751,CN(C)c1ccc(C=Cc2sc3ccccc3[n+]2C)cc1
3752,Cc1cnc(N2CC([C@@H](C)c3ccc4ccccc4c3)C2)nc1
3753,COc1ccc(C(C)C)c(-c2ccc([C@H]3C[C@H]3N)cc2)c1
3754,CNCc1ccc(-c2ccccc2)cc1
3755,c1ccc(CCNc2ccnc(-c3cccnc3)n2)cc1
3756,Cc1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1
3757,COc1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1
3758,Cn1cc(C2=NN=C(NCCc3ccccc3)SC2)c2ccccc21
3759,CCn1c(C)nnc1CN1c2ccccc2CCc2ccccc21
3760,CNC[C@]12NC(Cc3ccccc31)c1ccccc12
3761,CN(Cc1cc(-c2ccccc2)no1)c1ccccc1
3762,CN1CCC(N(C/C=C/c2ccccc2)c2ccccc2)CC1
3763,C[P+](C)(Cc1ccccc1)Cc1ccc(Cl)cc1
3764,C(=C/c1ccccc1)\CC1CCN(Cc2ccccc2)C1
3765,Cn1nccc1CNC(=O)N(C[C@@H]1C[C@H]1C#N)C1CC1
3766,CC(C)(C)CC(=O)Nc1cc(C#N)ccc1C1CC1
3767,COC(=O)N(C)CC#CCN1CCC(C#N)CC1
3768,N#CCNC(=O)C1CCCCC1
3769,N#CC1(C(=O)NCc2cccc(NS(N)(=O)=O)c2)CCCC1
3770,CC(C)c1noc(CCNC(=O)N(C)C(C)CC#N)n1
3771,CCC(CO)NC(=O)C(C)NC(C)c1ccc(C#N)cc1
3772,CCOCCNC(=O)CN(CC)c1ccc(C#N)cn1
3773,Cn1c(NCC2CCCC2)c(C#N)c(=O)n(C)c1=O
3774,CCOc1cccc(C(C#N)NCCC(N)=O)c1
3775,O=C(Nc1cccc(N2CCCCC2)c1)C1CC1c1ccco1
3776,O=C(NCC1CCC1)[C@@H]1C[C@@H]2CCN(Cc3ccco3)C[C@@H]2O1
3777,Cc1cc(C(=O)Nc2cccc(N3CCCCC3=O)c2)c(C)o1
3778,CC(=O)N[C@@H]1CN(C(=O)Nc2ccc(C)c(F)c2)C[C@H]1c1ccc(C)o1
3779,CO[C@H]1CCC[C@@H]1N1CCC(N(C)C(=O)c2ccc(-c3ccc(Cl)cc3)o2)C1=O
3780,Cc1ccc(CN2C(=O)CCC3C2CCN3C(=O)c2cc[nH]n2)o1
3781,COCC(=O)NC1CN(Cc2ccoc2)CC2CCCOC21
3782,O=C(NCc1ccco1)C1CC2CCC1O2
3783,CCOCCCNC(=O)c1cc(N2CCCCCC2)cc2oc(C)cc12
3784,O=C1CCC2C(CCN2C(=O)c2ccco2)N1CC1CC1
3785,O=C(c1ccoc1)N1CCC2(CC1)CC(Oc1ncccn1)CO2
3786,Cc1ccc(CN2C(=O)CCC3C2CCN3C(=O)c2ccnn2C)o1
3787,Cc1cc(C(=O)N2CCC[C@@H](CCc3ccccc3)C2)c(C)o1
3788,Cc1ccc(C=CC(=O)N2CCN(Cc3cccc(F)c3)CC2)o1
3789,NC1CCCCN(C(=O)c2ccc(Cn3cccnc3=O)o2)CC1
3790,O=C(NCCCN1CCCC1=O)c1coc(Br)c1
3791,CC(C)(C)OC(=O)N1CCC(CNC(=O)c2ccco2)CC1
3792,O=C(CCc1ccco1)N1CCCCC1CCc1ccccc1
3793,O=C(c1ccoc1)N1CCC2(CCN(c3ncc(F)cn3)CC2)C1
3794,O=C(NCc1nc2ccccc2n1Cc1ccccc1F)c1cccc(F)c1
3795,CC(C)c1nc2ccc(F)cc2cc1-c1nc(-c2ccc(S(C)=O)cc2)no1
3796,O=C1N(Cc2cccc(Cl)c2)CCN1c1cccc2c1cnn2-c1ccccc1
3797,Fc1ccc2c(c1)nc(CSc1nc3ccccc3s1)n2-c1ccccc1
3798,CCOc1ccccc1-c1cc2cnc(Nc3ccccc3)nc2n(CCCO)c1=O
3799,O=c1c(-c2ccccc2)c(-c2c[nH]c(-c3ccccc3)c2)oc2ccccc12
3800,O=c1cc(-c2ccccc2)c2ccc(OCc3cccc(Cl)c3)cc2o1
3801,Cc1ccccc1-c1ccc2nccc(-c3ccc(C(N)=O)cc3)c2c1
3802,Cc1cccc(-c2nn(Cc3cccc(Br)c3)c(=O)c3ccccc23)c1
3803,CCC(NCc1nnc2n(CC)c(=O)c3ccccc3n12)c1ccccc1
3804,Fc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1
3805,O=c1c2ccccc2nc(/C=C/c2ccccc2)n1N=Cc1cccc(B(O)O)c1
3806,COc1cc(NC(=O)c2ccccc2)ccc1-c1c2ccccc2[n+]([O-])c2ccccc12
3807,O=c1cc(-c2ccc(-c3ccccc3)cc2)[nH]c2ccccc12
3808,Cn1c(=O)nc2n(-c3ccccc3Cl)c3ccccc3nc-2c1=O
3809,COc1ccc(N2C(=O)c3ccccc3C2c2nc3ccccc3[nH]2)cc1
3810,O=c1ccc2ccc(OCc3cccc(-c4ccc(N5CCCC5)nc4)c3)cc2o1
3811,O=c1c2ccccc2nc([C@@H]2CCN(Cc3cc(F)cc(F)c3)C2)n1-c1ccccc1
3812,CC[C@@H](O)c1ccc(C)c(-c2cn(C)c(=O)c3cc(Oc4ccncn4)ccc23)c1
3813,O=C1CCCN1c1c(-c2ccccc2)nc2scc(-c3ccccc3)n12
3814,COc1cc(F)cc2c1nc(C)c1c(C)nc(-c3ccccc3)n12
3815,O=C(Nc1ccncc1)c1ccccc1-c1ccc(-c2cncnc2)c(F)c1
3816,Cc1ccc(OCC(O)CSc2nnnn2C2CCCC2)c(C)c1
3817,Cn1nnnc1SCC(=O)Nc1nc(-c2ccco2)cs1
3818,CC(C)(C)NC(=O)CSCC(F)(F)c1nnn[nH]1
3819,O=C(Cn1cnnn1)N1CCCC1c1nccs1
3820,CC(C)NC(=O)COc1ccc(-n2cnnn2)cc1
3821,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCC(c2nn[nH]n2)CC1
3822,C=CCCCN(C)C(=O)Nc1ccc(-n2nnnc2C)c(F)c1
3823,CCNC(=O)c1cccc(NC(=O)Cn2nnnc2C)c1
3824,Cn1nnnc1Sc1c[nH]nc1C(=O)Nc1cn[nH]c1
3825,CCCn1nnnc1CNC(=O)Cc1c(F)cccc1F
3826,Cc1c(Cn2nnc(-c3ccccc3)n2)no[n+]1[O-]
3827,CCC1CCCCN1C(=O)c1nnn(-c2ccc(F)cc2)n1
3828,Cc1cc(NC(=O)CN2CCOC(C)C2)ccc1-n1cnnn1
3829,CCOc1ccc(CNC(=O)Cn2cnnn2)cc1
3830,C[C@@H](n1cnnn1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
3831,Cc1ccc(-n2nnnc2SCC(=O)N(C)C(C)c2ccco2)cc1
3832,COc1cccc(C(NC(=O)CSc2nnnn2C2CC2)C2CC2)c1
3833,Cn1nnnc1SCC(=O)N1CCCCC1Cn1cccn1
3834,CC(Cc1ccccc1F)NC(=O)c1nn[nH]n1
3835,O=C(Cn1cnnn1)NC1CCCCC1Cc1ccccc1
3836,O=C(Nc1ccc2c(c1)CCCN2CC1CC1)c1cc(-c2cccnc2)n[nH]1
3837,O=C(Nc1cccc(-c2cn[nH]c2)c1)C1CCCN1C1CCc2ccccc21
3838,CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1cnn(Cc2ccccc2)c1
3839,O=C(NC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)c1ccc(CCc2ccccc2)cc1
3840,C=CC(=O)Nc1cccc(-c2cc3c(C(=O)NC)cnc(NC(=O)C4CC4)c3[nH]2)c1
3841,C[C@H](NC[C@@H](O)COc1ccc2[nH]c(C(=O)N(C)C3CCCCC3)cc2c1)c1ccccc1
3842,COc1cc(C(=O)N(Cc2cccc(Cl)c2)C[C@@H]2CCCN2)ccc1-c1cn[nH]c1
3843,COc1ccc(-c2cn[nH]c2C2CN(C(=O)c3cc(C)c4ccccc4n3)C2)cc1
3844,CCCc1ccc(NC(=O)Cc2cccc3c2[nH]c2ccccc23)c(NC(=O)C(C)(C)C)c1
3845,COc1cn(Cc2ccc(F)c(Cl)c2)c(Nc2ccc3[nH]ccc3c2C)nc1=O
3846,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(-c4csnn4)cc32)c(C)c1C(=O)NCCO
3847,O=C1NCC(c2c[nH]c3ccccc23)N(Cc2ccccc2Cl)C1=O
3848,O=c1[nH]c(CN2CCCN(Cc3ccc(F)cc3)CC2)nc2ccccc12
3849,O=C(NC(c1ccncc1)c1ccc(Cl)cc1)c1n[nH]c2c1CCc1ccccc1-2
3850,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1ccc2nccnc2c1)CC3
3851,Cc1c(NC(=O)CN2CCc3c([nH]c4ccccc34)C2)c(=O)n(-c2ccccc2)n1C
3852,CC(C)CNC(=O)Cc1c(-c2cc3ccccc3o2)[nH]c2cc(Cl)ccc12
3853,Cc1ccc(NC(=O)c2cccnc2)cc1Nc1ccc2c(Cl)n[nH]c2c1
3854,CC(C)C(NC(=O)c1cccc(C(C)(C)C)c1)C(=O)Nc1nc(-c2ccccc2)c[nH]1
3855,CC(C)c1cccc2c(CCCNCc3c(F)cccc3F)c[nH]c12.Cl
3856,COc1ccc(CN2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1
3857,COc1ccc(CN2CCN(C)CC2)cc1NC(=O)c1ccc(-c2cscn2)cc1
3858,CC(=O)N1CCN(Cc2cccnc2Oc2ccc(-c3ccc(F)cc3F)cc2)CC1
3859,NC(=O)c1ccc(CN2CCN(Cc3ccc(F)cc3)C(CCO)C2)cc1
3860,CC(CCNCc1ccccc1F)N1CCN(c2ccc(Cl)cc2)CC1
3861,C[S+]([O-])CCCCN1CCN(CCC(Oc2ccc(Cl)cc2)c2ccccc2)CC1
3862,CC(=O)N1CCN(c2ccccc2NCc2ccc3nccnc3c2)CC1
3863,CC(C)N1CCN(C(=O)CSc2nnc(CNc3cccc4ccccc34)o2)CC1
3864,O=C(NCCN1CCN(c2ccc(F)cc2)CC1)c1ccc(Cl)cc1
3865,COc1ccc(OCCCN2CCN(c3ccccc3F)CC2)cc1
3866,CCN(CC)CCn1cc2ccc(C(=O)N3CCN(c4ccc(F)cc4)CC3)cc2n1
3867,Cc1ccc(NC(=O)NCCN2CCN(c3cccc(C)c3C)CC2)c(C)c1
3868,Cc1ccccc1N1CCN(C(=O)c2ccc(F)cc2F)CC1
3869,N[C@@H](Cc1ccc(Br)cn1)C(=O)N1CCN(c2ccccc2)CC1
3870,CCOc1ccccc1N1CCN(CCn2c(O)nc3c(OC)cccc3c2=O)CC1
3871,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCN(c2ccc(Br)cc2)CC1
3872,CN1CCN(c2cc3nccnc3cc2NC(=O)Cc2cccc(F)c2)CC1
3873,Cc1cccc(CN2CCN(c3ccc(F)cc3)CC2)c1C
3874,COc1ccc(Br)cc1NCC(=O)N1CCN(c2ccccc2)CC1
3875,COc1ccc(OC)c(N2CCN(CCCCNC(=O)c3ccccc3Br)CC2)c1
3876,Cc1ccccc1C1CN(C)CCN1C(=O)Cc1ccc(OS(C)(=O)=O)cc1
3877,CCCC(=O)Nc1ccc(NC(=O)CN2CCN(c3ncccc3C)CC2)cc1C
3878,CC1(CO)C(=O)NCCN1C(=O)c1ccc(Br)cc1F
3879,C=CCNC(=O)CN1CCN(C(=O)c2ccccc2F)CC1
3880,CCC(=O)Nc1ccc(N2CCN(C(C)=O)CC2)cc1
3881,CC(C)(C)OC(=O)N1c2ccccc2CC1C(=O)N1CCNCC1
3882,COc1cc2c(cc1OC)CN(C(=O)C1CN(C)CCN1)CC2
3883,O=C(c1ccc(Br)cc1F)N1CCN(CC2CC2)CC1
3884,CCCC(=O)N1CCN(CC(=O)Nc2ccccc2)CC1
3885,CC(=O)N1CCN(C(=O)CCn2ccc3ccccc32)CC1
3886,CCC(=O)N1CCN(C(=O)CCOc2cccc(F)c2)CC1
3887,COc1ccc(OC)c(NC(=O)CN2CCN(CC(F)F)CC2)c1
3888,Cc1ccc(N2CCN(C(=O)CCCC(=O)N(C)C)CC2)nn1
3889,Cc1cccc(OCC(=O)N2CCN(C)CC2)c1C
3890,O=C1CN(Cc2ccc(F)cc2F)CCN1CC1CCCO1
3891,CCC(=O)N1CCN(C(C(=O)NC(C)C)c2ccccc2)CC1
3892,CCOC(=O)N1CCN(CCC(=O)Nc2nonc2C)CC1
3893,CCOC(=O)N1CCN(C(=O)CC2CCc3ccccc3NC2=O)CC1
3894,COc1ccc([C@H](C)NC(=O)[C@H]2CC[C@@H](O)CC2)c(OC)c1
3895,CCN(CC)C(=O)c1cccc(C#CCCO)c1
3896,COCC(=O)NCCc1ccc(OC)c(OC(C)C)c1
3897,COc1ccccc1C(CNC(=O)C1CCCCC1)OC
3898,COc1cc(F)c2c(c1)C(CCCO)CC2
3899,COCCNC(=O)c1cc(OC)ccc1Br
3900,COc1cc(C)c(Cl)cc1NCC(=O)N1CCCC1
3901,CCOc1ccc(CN(C(=O)CC)C(C)C)cc1F
3902,COCCNC(=O)CN1CCc2cc(F)ccc2C1
3903,COCCNC(=O)c1cc(C(C)C)on1
3904,C=CCOc1ccc(C(=O)NC2CC2)cc1
3905,COc1ccnc(N2CCO[C@H](CN)C2)c1
3906,CC1CN(Cc2cnc3scc(-c4ccccc4)n23)CC(C)O1
3907,CNc1nc(C)c(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)s1
3908,C[C@H]1COCCN1c1nc(-c2cnn(C)c2)nc2c1cnn2C
3909,c1ncc(OC2CCC3C2OCCN3C2CCOC2)cn1
3910,Cc1n[nH]c(C2CN(CCn3cnc4ccccc43)CCO2)n1
3911,CC1CN(Cc2ccc(-c3cc[nH]n3)o2)CC(C)O1
3912,COc1ccc2c(c1OCCc1ccccc1)CCNC2CN1CCOC(C)C1
3913,Cc1cc(C)n(CC2CN(Cc3nc4ccccc4s3)CCO2)n1
3914,COC1CCC2C1OCCN2c1ccc(-c2ccccc2C)nn1
3915,Cc1ccc(-c2nn(-c3ccccc3)cc2CN2CCOCC2)o1
3916,Cc1cnc(CN2CCOC3C(COCC4CCOCC4)CCC32)cn1
3917,Cc1nn(C)c2nc(N3C[C@H]4CC[C@@H](C3)O4)sc12
3918,CN1CCOC(CNc2ccc(Br)cc2)C1
3919,CC1(C)CN(CCCOc2cccc3[nH]ccc23)CCO1
3920,Cc1cccc(C)c1OCC1CN(Cc2ccncc2)CCO1
3921,c1ccc(Nc2ncnc3[nH]nc(SCCN4CCOCC4)c23)cc1
3922,c1cc(N2CCOCC2)ccc1-c1ccc2c(c1)OCCCO2
3923,CCCC1CN(c2ncnc3c2oc2ccccc23)CCO1
3924,Cc1cccnc1-c1cc(N2CCOCC2)nc(N)n1
3925,Cc1c(C(=O)N2CCSCC2)sc2nc(C3CC3)cn12
3926,Cn1cc(CCN2CCCC(C(=O)Nc3nccs3)C2)cn1
3927,O=C(Cc1cnc(-n2cccc2)s1)NCCC1CCCCO1
3928,CCN1CC(C(=O)NCc2nc3ccccc3s2)CC1=O
3929,Cc1cnc(C(=O)N2CCCCC2CCN2CCCC2=O)s1
3930,O=C(c1csc(-c2ccncc2)n1)N1CCCCCC1
3931,CC1CCCCN1C(=O)c1csc(-c2ccco2)n1
3932,CC1CC(C)CN(C(=O)Cc2csc(N3CCCC3=O)n2)C1
3933,Cc1cccc2nc(CN3CCC(c4nccs4)CC3)cc(=O)n12
3934,CN(C)CC(=O)N1CCC(CNc2nc3c(s2)CC(F)(F)C3)CC1
3935,CN(C(=O)Cc1ccc(F)c(F)c1)[C@H]1CCN(Cc2nccs2)C1
3936,C=CCn1c(=NC(=O)C2CC(=O)N(CC)C2)sc2cccc(C)c21
3937,O=C(CN1CCCNC1=O)N1CCC[C@H](Cc2nccs2)C1
3938,Cc1ncsc1CCOC1CCCN(C(=O)OC(C)(C)C)C1
3939,COc1ccccc1C1=CCCN1C(=O)c1cnc(C2CCCO2)s1
3940,CC(C)c1csc(C2CCCN(C(=O)COC3CCCCC3)C2)n1
3941,O=S(=O)(Oc1ccc2[nH]ccc2c1)c1c(F)cccc1F
3942,Cc1nc2c(c(N[C@H](C)c3cccc(C(F)(F)F)c3Cl)n1)Cc1ccccc1OC2
3943,Cn1cnnc1-c1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1
3944,COc1cn(Cc2ccc(Cl)cc2)c(Nc2cc(OC(F)(F)F)ccc2C)nc1=O
3945,FC(F)(F)Oc1cccc2c1OCC(Cc1ccncc1)C2
3946,O=C(Nc1cc(Cl)c(Oc2cccc(C(F)(F)F)c2)c(Cl)c1)c1ccccn1
3947,O=C1CSC(c2ccc(C(F)(F)F)cc2)N1c1ccc2c(c1)OCO2
3948,COc1cc2c(cc1OC)CN(C(=O)c1cc(C(F)(F)F)ccc1-c1ccccc1)CC2
3949,CN(C)CCNC(=O)C(O)(c1ccccc1)c1ccc(C(F)(F)F)cc1
3950,O=C(NC1CCCCC1)c1ccccc1-c1cccc(C(F)(F)F)c1
3951,Nc1cc(F)cc2c1CCNC2c1cc2ccccc2c(=O)[nH]1
3952,Nc1cc(COc2cccc(F)c2)nn1-c1cccc(F)c1
3953,Cc1noc(C)c1CNc1nccc2c(N)cc(F)cc12
3954,CCn1c(=O)n(CC(=O)Nc2cccc(N)c2)c2ccccc21
3955,Cn1cc(-c2ccnc(N)c2)c(-c2cccc(OC(F)F)c2)n1
3956,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)c1ccccc1
3957,Nc1nc(-c2ccccc2)nn1C(=O)c1ccccc1
3958,Nc1ccc(-c2nc(-c3ccc(F)cc3)no2)cc1
3959,CCCn1c(=O)n(CCc2ccccc2)c2ccc(N)cc21
3960,Nc1ccc(F)c(-c2nc(-c3ccco3)no2)c1
3961,Cc1ccc(-c2noc(C3CC3c3ccccc3F)n2)cc1N
3962,Nc1c(-c2ccc3c(c2)OCC(=O)N3)cnn1-c1ccc(F)cc1
3963,Nc1nc2oc3ccccc3c(=O)c2cc1C(=O)Nc1cccc(F)c1
3964,Cc1cc(N)c2onc(CC(=O)NCCc3cccc(F)c3)c2c1
3965,Nc1nc2cccnc2n1C(=O)OCc1cccc2ccccc12
3966,Nc1nc(-c2c(-c3ccc(F)cc3)cnn2C2CCC(O)CC2)cs1
3967,Nc1oc2c(-c3ccc(F)cc3)ncnc2c1Nc1ccc(F)c(Cl)c1
3968,Cc1cccc(Oc2ccc(NC(=O)c3c(C)noc3N)cc2)c1C
3969,Nc1nc2c(ccn2CC(O)COc2ccccc2)c(=O)[nH]1
3970,Nc1nc(N)nc(-c2cc(Cl)cc(F)c2Oc2ccc(F)cc2F)n1
3971,Cc1c(Cl)cccc1NC(=O)c1cnc(-c2ccccc2)nc1N
3972,CCc1nc2c(cnn2-c2ccccc2)c(=O)n1N
3973,Nc1nccc2cc(-c3cccc(NC(=O)c4ncccc4Cl)c3)ccc12
3974,Cc1ccc(NC(=O)Nc2c(C)nc3ccc(N)cn3c2=O)cc1
3975,Cc1cc(NC(=O)Cn2ccc(N)n2)c2ncccc2c1
3976,Nc1cc(-c2cc(-c3ccccc3)no2)c(F)cc1F
3977,COc1ccc(NC(=O)Cn2nnc(C(=O)NCc3ccc(Cl)cc3)c2N)cc1
3978,N#CC1(c2ccccc2)CCC2(CCCCN2C(=O)OCc2ccccc2)NC1=O
3979,CCOc1ccc(C(=O)NC2CCN(Cc3ccccc3)CC2)cc1C#Cc1cccc(F)c1
3980,CC1CCC(NC2CCN(C(=O)Cn3c(=O)ccc4ccccc43)CC2)CC1
3981,Cc1ccc(C(=O)N(Cc2ccccc2)C[C@H]2CCCN(C3CCC3)C2)cc1
3982,Cc1cccc(-c2nc3ccc(OC4CCN(C)CC4)cc3n2C(C)CO)c1
3983,O=C1NCN(c2cccc(Br)c2)C12CCN([C@@H]1CCCC[C@H]1c1ccccc1)CC2
